Provider ID,Agency Name,Street Address,City,State,Zip Code,Total Episodes (non-LUPA),Distinct Beneficiaries (non-LUPA),Average Number of Total Visits Per Episode (non-LUPA),Average Number of Skilled Nursing Visits Per Episode (non-LUPA),Average Number of PT Visits Per Episode (non-LUPA),Average Number of OT Visits Per Episode (non-LUPA),Average Number of ST Visits Per Episode (non-LUPA),Average Number of Home Health Aide Visits Per Episode (non-LUPA),Average Number of Medical-Social Visits Per Episode (non-LUPA),Total HHA Charge Amount (non-LUPA),Total HHA Medicare Payment Amount (non-LUPA),Total HHA Medicare Standard Payment Amount (non-LUPA),Outlier Payments as a Percent of Medicare Payment Amount (non-LUPA),Total LUPA Episodes,Total HHA Medicare Payment Amount for LUPAs,Average Age,Male Beneficiaries,Female Beneficiaries,Nondual Beneficiaries,Dual Beneficiaries,White Beneficiaries,Black Beneficiaries,Asian Pacific Islander Beneficiaries,Hispanic Beneficiaries,American Indian or Alaska Native Beneficiaries,Other/ Unknown Beneficiaries,Average HCC Score,Percent of Beneficiaries with Atrial Fibrillation,Percent of Beneficiaries with Alzheimer's,Percent of Beneficiaries with Asthma,Percent of Beneficiaries with Cancer,Percent of Beneficiaries with CHF,Percent of Beneficiaries with Chronic Kidney Disease,Percent of Beneficiaries with COPD,Percent of Beneficiaries with Depression,Percent of Beneficiaries with Diabetes,Percent of Beneficiaries with Hyperlipidemia,Percent of Beneficiaries with Hypertension,Percent of Beneficiaries with IHD,Percent of Beneficiaries with Osteoporosis,Percent of Beneficiaries with RA/OA,Percent of Beneficiaries with Schizophrenia,Percent of Beneficiaries with Stroke
679513,NUTREND HEALTHCARE INC,8700 COMMERCE PARK DRIVE SUITE 220,HOUSTON,TX,77036,125,44,13.7,8.2,2.8,0.6,0.0,2.2,0.0,639768,291519,297594,0.0,,,70,19,25,,,,20,20,,0,,1.91,11,32,20,0,27,36,36,25,50,73,,64,20,,7,11
679514,BUENA SUERTE HOME HEALTH CARE,1307 W FERGUSON,PHARR,TX,78577,392,109,19.1,17.0,1.9,0.0,0.1,0.0,0.0,1570427,1037899,1084508,8.6,15,4369,74,44,65,13,96,,0,0,105,0,,2.70,13,45,6,7,44,53,36,38,71,,,74,36,,6,9
679515,SANTA MARIA HEALTH CARE,1922 E GRIFFIN PARKWAY,MISSION,TX,78572,712,161,17.4,16.4,0.8,0.2,0.0,0.0,0.0,2522684,1608364,1700854,8.7,,,72,72,89,15,146,,0,0,155,0,,2.47,4,42,7,3,29,47,29,48,,,,,39,,2,9
679516,MANOS DE ORO PHC,2208 PRIMROSE AVE SUITE F,MCALLEN,TX,78504,778,248,20.0,16.9,2.9,0.0,0.1,0.2,0.0,2543526,2270127,2349601,9.0,21,5105,72,92,156,77,171,57,0,0,190,,,2.13,7,31,13,6,29,40,33,42,65,,,66,26,72,9,13
679517,ADVANCED SENIOR CARE HOME HEALTH,1600 REDBUD BLVD SUITE 201,MCKINNEY,TX,75069,196,95,22.0,8.0,6.8,1.4,0.4,5.4,0.2,577681,595761,611092,0.2,,,79,27,68,81,14,88,,0,,0,,2.12,24,37,18,19,45,48,31,44,42,64,,59,19,72,12,18
679518,ASSURANCEJ HOMECARE SERVICES INC,9894 BISSONNET STREET # 585,HOUSTON,TX,77036,27,17,17.9,11.2,5.6,1.1,0.0,0.0,0.0,107103,91869,91986,1.8,0,,68,,,,,,12,0,,0,0,4.01,12,29,18,12,53,59,41,,71,65,,,6,53,6,12
679519,EL PASO COMMUNITY HOME HEALTH INC,6070 GATEWAY EAST STE 312,EL PASO,TX,79905,242,116,21.3,8.8,6.3,1.9,0.8,3.4,0.1,561117,705819,808829,0.7,32,9985,77,53,63,78,38,51,13,,50,0,,2.03,10,29,18,10,34,38,31,28,43,66,,47,22,54,4,8
679520,SCOTT AND WHITE HOMECARE - LLANO,1100 FORD STREET,LLANO,TX,78643,221,153,19.5,9.4,4.5,2.5,0.2,2.8,0.2,748101,566860,656744,0.7,20,5983,80,64,89,129,24,146,,,,0,0,1.88,20,32,8,11,43,35,27,33,33,49,,46,12,52,8,10
679521,DECENCY HOME HEALTH CARE SERVICES INC,1531 MIMOSA DR,MISSOURI CITY,TX,77489,121,57,15.9,8.4,7.5,0.0,0.0,0.0,0.0,342020,401978,410155,0.0,,,67,30,27,27,30,11,42,0,,0,,1.51,4,19,23,5,39,25,30,14,46,47,,56,4,56,11,7
679522,TENDER CARE HOME HEALTH,7307 REMCON CIRCLE SUITE 104,EL PASO,TX,79912,1608,547,20.9,11.2,4.6,1.0,0.6,3.3,0.0,6478835,4164750,4798319,0.3,52,15271,80,179,368,354,193,201,12,,332,,0,2.32,19,37,13,11,41,43,25,37,54,72,,57,27,70,5,10
679523,INTEGRACARE OF TEXAS LLC,1701 CONRAD HILTON BLVD,CISCO,TX,76437,490,142,15.2,9.8,2.3,1.0,0.1,1.9,0.1,1333072,1194663,1397070,0.0,17,3692,79,44,98,100,42,132,,0,,0,,1.81,9,41,8,14,58,23,34,63,35,31,,58,11,56,6,6
679524,EVANGEL HOME CARE SERVICES,2503 EAST YANDELL,EL PASO,TX,79903,334,94,18.3,10.5,1.8,0.3,0.0,5.7,0.0,595897,675832,770098,2.5,14,3575,77,29,65,40,54,11,0,0,83,0,0,2.34,3,24,14,13,31,41,21,34,60,65,,44,17,67,6,7
679527,LAMAG HOME CARE INC,8411 GRAND KNOLLS DRIVE,HOUSTON,TX,77083,173,41,13.9,8.7,2.9,0.4,0.2,1.6,0.1,266659,385104,392052,0.2,13,4222,75,22,19,25,16,16,18,,,0,0,2.51,10,44,12,10,41,46,37,44,61,54,,61,15,66,27,10
679528,WESLEY HOME HEALTH SERVICES  INC,10333 HARWIN DRIVE SUITE 520,HOUSTON,TX,77036,486,172,11.0,8.4,2.6,0.0,0.0,0.0,0.0,808203,1038746,1080921,0.0,,,63,81,91,42,130,,158,0,,,0,1.81,3,10,31,5,26,30,26,42,52,61,,59,4,,14,9
679529,BETHANY HOME HEALTH SERVICES,1515 WEST PANOLA,CARTHAGE,TX,75633,1304,360,18.2,10.7,3.5,0.5,0.1,3.3,0.1,3289142,3151284,3638628,1.0,35,8407,77,110,250,232,128,272,83,0,,,,2.01,23,31,10,9,46,43,33,45,48,66,,67,19,70,4,13
679530,ALLEGIANCE HEALTH CARE INC,4908 QUINCE AVE,MCALLEN,TX,78501,335,122,22.7,16.8,3.3,0.2,0.0,2.4,0.0,1500331,910407,942395,9.2,,,72,62,60,32,90,26,0,0,95,,,2.86,7,34,10,7,38,39,24,41,68,,,70,16,61,2,14
679532,A & G HOME HEALTH SERVICES,7100 REGENCY SQUARE BLVD SUITE 125,HOUSTON,TX,77036,251,87,25.7,14.3,6.0,1.7,0.1,3.6,0.1,813942,969038,913528,7.5,,,75,36,51,55,32,40,22,,14,0,,2.16,8,45,17,13,43,46,32,53,48,63,,69,5,60,11,16
679533,NEW LIFE HOME SERVICES,18019 WINSFORD DRIVE,HOUSTON,TX,77084,61,14,29.6,3.8,8.0,1.6,0.1,16.0,0.0,202670,215904,220283,0.0,,,72,,,,,,,,,0,0,2.78,7,43,7,14,57,36,7,36,57,50,,29,0,36,7,14
679534,DELCORP HOME HEALTH SERVICES INC,1408 S JEFFERSON STREET SUITE 114,AMARILLO,TX,79101,45,13,23.8,15.4,7.4,0.0,0.0,1.0,0.0,228751,142623,153412,6.2,0,,74,,,,,11,0,,,0,0,2.58,8,23,8,0,23,38,23,54,38,69,,62,8,,15,8
679536,MERRYMAN HOME HEALTH INC,100 DECHERD STE A&B,FRANKLIN,TX,77856,451,160,15.9,8.8,4.3,0.0,0.0,2.9,0.0,888981,983537,1129452,0.0,11,2647,80,50,110,123,37,140,18,0,,0,,1.60,22,27,13,11,43,31,23,22,33,64,,46,15,61,4,6
679537,AAGES HEALTH CARE,185 KONA DRIVE,BASTROP,TX,78602,77,23,12.7,8.5,4.2,0.0,0.0,0.0,0.0,271001,181937,188392,0.0,,,82,,,,,15,,0,,0,0,2.59,35,57,4,17,,65,39,35,52,57,,61,22,52,0,13
679538,MATSAN HEALTH SERVICES,23023 STRATHMERE COURT,KATY,TX,77450,29,23,18.7,10.7,6.6,1.3,0.0,0.0,0.1,124350,102315,104296,0.0,,,72,,,,,14,,,,0,0,2.50,22,39,17,22,52,48,39,35,52,65,,65,9,61,13,13
679539,A TRINITY VALLEY HOME HEALTH AND THERAPY SERVICES,300 S PRAIRIEVILLE,ATHENS,TX,75751,958,303,15.9,8.4,7.4,0.0,0.0,0.0,0.0,2038342,3025720,3519809,0.1,44,10958,78,100,203,205,98,267,21,,,,,1.87,19,33,9,13,48,35,48,54,50,65,,70,22,72,5,11
679540,S & R HOME HEALTH,1030 ANDREWS HWY STE 109,MIDLAND,TX,79701,254,97,24.3,11.9,4.8,0.6,0.1,6.8,0.0,739111,745998,764458,3.6,11,3422,75,37,60,71,26,67,,0,23,0,,2.25,10,32,13,10,48,29,34,34,46,55,,59,16,58,7,12
679541,SALUD HOME HEALTH INC,2920 SOUTH MALINCHE,LAREDO,TX,78046,242,68,16.3,15.6,0.8,0.0,0.0,0.0,0.0,502315,427599,508172,5.4,,,75,17,51,21,47,,0,,65,0,0,2.83,1,44,10,6,37,44,28,16,,59,,72,37,54,9,6
679542,GENTLECARE HOME HEALTH,8204 ELMBROOK DR SUITE  375,DALLAS,TX,75247,143,43,28.2,12.2,1.1,0.1,0.0,14.8,0.0,524161,359416,358182,4.2,,,75,13,30,12,31,,33,,,0,0,2.68,5,44,12,12,40,49,28,42,63,70,,58,12,,7,12
679543,ULTIMATE HOME HEALTH CARE,4402 BROADWAY BLVD SUITE 14,GARLAND,TX,75043,685,193,16.0,11.6,1.0,0.1,0.0,3.1,0.0,1647660,1801768,1722957,7.0,24,8856,70,75,118,39,154,43,71,41,30,,,2.27,7,30,18,7,41,42,31,33,62,66,,48,18,,9,8
679544,CHARSONY MEDICAL SERVICES,10039 BISSONNET SUITE #227,HOUSTON,TX,77036,132,39,11.4,9.1,1.6,0.4,0.2,0.0,0.0,161851,367707,375186,0.0,0,,69,16,23,14,25,,35,,0,0,0,1.85,3,21,15,3,41,33,72,33,59,51,,,0,72,18,5
679545,BALM IN GILEAD HOME HEALTH SERVICES INC,4546 SOUTH BROADWAY SUITE C,TYLER,TX,75703,163,55,13.9,10.0,1.9,0.3,0.2,1.5,0.0,211846,375917,421997,3.2,,,76,22,33,33,22,33,20,0,,0,,2.50,25,22,13,9,56,47,40,55,42,69,,58,18,67,5,25
679546,LEWIS HOME HEALTH CARE INC,157 NORTH MAIN STREET,BOGATA,TX,75417,470,110,19.2,10.6,1.4,0.1,0.0,7.1,0.0,1138502,849764,982740,0.8,,,79,39,71,79,31,106,,0,,,0,1.86,15,18,4,14,52,32,38,29,38,64,,,11,,9,11
679547,BEST HEALTHCARE LLC,1301 GUSTAVUS STREET,LAREDO,TX,78045,223,49,16.1,14.6,1.4,0.0,0.0,0.0,0.0,455102,415812,488495,6.7,,,77,13,36,15,34,,0,0,44,0,,2.32,2,31,10,2,12,39,20,24,73,67,,69,22,,4,12
679548,OPTIMAL HOME HEALTH SERVICES,8035 R L THRONTON  STE 452,DALLAS,TX,75228,146,35,10.9,8.6,1.2,0.6,0.0,0.6,0.0,237581,307125,315790,0.0,,,63,19,16,,,13,20,0,,0,,2.20,3,34,40,11,49,37,43,66,43,57,,46,9,,20,11
679551,MEDSOURCE HEALTH CARE SYSTEM,519 N CEDAR RIDGE SUITE 2,DUNCANVILLE,TX,75116,411,206,19.3,9.0,6.5,0.4,0.1,3.1,0.1,1640935,1105751,1137417,0.2,23,6241,70,77,129,75,131,52,102,,51,0,,2.48,6,26,20,9,46,31,30,40,60,,,51,12,,7,8
679552,CIRCUIT WIDE HEALTHCARE  INC,9503 TOLKEN WAY,SUGAR LAND,TX,77478,116,52,20.4,8.9,11.5,0.0,0.0,0.0,0.0,488101,417709,423721,0.0,,,61,31,21,16,36,0,48,0,,0,,2.15,0,12,23,4,29,27,37,42,46,54,,50,2,,8,6
679553,ADVENTIA HEALTHCARE  ASSOCIATES INC,1923 CULEBRA ROAD SUITE D,SAN ANTONIO,TX,78201,264,122,18.0,12.9,3.4,0.9,0.6,0.0,0.2,742948,692774,739291,5.6,40,13253,73,44,78,73,49,44,,0,70,0,,2.63,15,25,14,7,45,50,30,39,61,70,,64,13,59,6,11
679554,CHAMPION HEALTH CARE,905 N SUGAR RD SUITE M,EDINBURG,TX,78539,449,97,12.1,10.4,0.7,0.2,0.0,0.7,0.0,737282,836397,937022,1.6,12,3207,75,49,48,20,77,,0,0,89,0,,2.28,6,39,12,8,34,49,28,30,68,,,69,30,,2,6
679555,PRIORITY CARE INC,909 E PALMA VISTA DR,PALMVIEW,TX,78572,490,142,12.8,11.2,0.8,0.1,0.1,0.6,0.0,1235702,1122926,1206540,8.3,,,71,63,79,22,120,14,0,,126,0,,2.25,3,46,8,2,25,33,23,46,,,,74,14,,8,7
679557,CRISKEL HOME HEALTH INC,1221 ABRAMS ROAD SUITE 105,RICHARDSON,TX,75081,34,27,13.8,8.3,0.7,0.3,0.0,4.5,0.0,59460,69901,71868,0.0,,,64,13,14,,,,19,0,,0,0,2.81,0,30,22,4,37,56,44,59,56,63,,56,4,70,15,7
679558,F & F DEVOTED HOME HEALTH SERVICES INC,9304  FOREST LANE SUITE 275,DALLAS,TX,75243,173,39,16.0,8.1,1.6,0.0,0.1,6.3,0.0,370719,391921,402842,0.0,0,,67,15,24,12,27,,30,0,,0,0,2.72,10,28,18,8,62,41,23,36,,69,,,8,,3,8
679559,ASCENSIA HOME HEALTH AGENCY,6326 SOVEREIGN DR STE 250,SAN ANTONIO,TX,78229,101,43,25.4,15.1,2.9,0.8,0.2,6.4,0.1,392697,265270,277539,5.2,,,77,,,30,13,21,,0,21,0,,3.06,7,37,23,9,53,65,33,53,65,,,51,16,72,7,7
679560,NISSI HOME HEALTH CARE AND PERSONAL ASSISTANCE CAR,4411 BLUEBONNET DRIVE SUITE 101,STAFFORD,TX,77477,58,22,13.7,9.0,4.7,0.0,0.0,0.0,0.0,74085,173316,176838,0.0,0,,62,,,,,0,18,0,,0,,3.11,5,14,32,14,59,32,45,59,68,55,,,9,,41,14
679561,OLIVE BRANCH HEALTH SERVICES INC,11058 LANDSBURY CIRCLE,HOUSTON,TX,77099,468,156,13.7,8.5,4.7,0.1,0.0,0.3,0.0,964603,1200927,1228609,0.0,14,5222,64,79,77,49,107,16,137,0,,0,,2.03,4,16,22,3,53,32,33,44,56,65,,74,3,,27,9
679562,BAPTIST HOME CARE PROVIDERS INC,6250 WESTPARK DRIVE SUITE 111,HOUSTON,TX,77036,407,147,14.8,11.2,2.1,0.0,0.0,1.4,0.0,861785,953144,928267,6.3,59,14252,60,75,72,32,115,17,119,0,11,0,0,2.15,2,14,22,3,29,22,35,50,48,48,,51,5,73,22,6
679563,BEST HEALTHCARE SERVICES,329 OAKS TRAIL SUITE 145,GARLAND,TX,75043,19,12,11.4,8.4,2.6,0.0,0.0,0.3,0.0,45664,43573,44801,0.0,0,,62,,,,,,11,0,0,0,,2.55,0,17,25,0,33,33,42,42,67,67,,50,0,,17,17
679564,ST PATRICK HEALTH SERVICES INC,4315 LOCKWOOD DR SUITE 10,HOUSTON,TX,77026,399,102,16.7,9.0,7.3,0.0,0.0,0.3,0.1,1212426,1131338,1154190,0.0,,,58,68,34,23,79,,96,0,,0,0,2.33,5,8,21,2,23,25,36,34,49,42,,35,2,53,21,7
679565,PSALM 23 HEALTH SERVICES,4407 MESA CROSSING LANE,SUGAR LAND,TX,77479,66,20,17.5,10.0,0.7,0.1,0.0,6.7,0.0,186916,167419,170802,0.0,,,79,,,,,,,,,0,0,2.43,15,40,25,20,45,35,15,60,65,65,,55,10,70,0,10
679566,K & G QUALITY HOME HEALTHCARE,12603 SOUTH WEST FREEWAY SUITE 520,STAFFORD,TX,77477,189,60,11.6,10.3,0.5,0.0,0.0,0.8,0.0,347457,483603,510452,2.6,,,72,26,34,18,42,,39,,,0,0,2.14,5,27,18,13,38,25,30,45,58,47,,58,12,63,8,13
679567,VERGE HOME CARE LLC,4622 S CLOSNER BLVD,EDINBURG,TX,78539,667,215,17.7,15.2,2.0,0.1,0.2,0.3,0.0,2467673,1636671,1723613,7.4,32,9409,75,93,122,52,163,37,,,176,0,0,2.92,13,36,14,10,46,52,32,48,72,,,72,31,,3,12
679568,JOVIC HEALTH CARE SERVICES INC,10103 FONDREN RD SUITE 420,HOUSTON,TX,77096,32,11,9.8,7.3,2.4,0.0,0.0,0.0,0.0,32800,69566,70980,0.0,,,73,,,,,0,11,0,0,0,0,1.62,0,27,45,9,36,36,36,18,64,55,,45,9,,0,9
679570,OBRA HEALTH CARE LLC,1225 N I ROAD SUITE B,PHARR,TX,78577,237,51,21.3,20.2,1.1,0.0,0.0,0.0,0.0,701221,534382,554487,8.8,,,70,27,24,,,,0,0,48,0,,2.23,6,24,10,4,24,31,25,27,69,,,71,12,,2,4
679572,A NEW HOPE HEALTH CARE INC,713 N BENSTEN PALM DRIVE STE C,PALMVIEW,TX,78574,1559,402,12.7,12.0,0.6,0.1,0.0,0.0,0.0,2477222,3814919,4142060,5.0,21,5186,69,169,233,44,358,15,0,,386,0,,2.11,4,30,15,6,37,37,28,48,,,,,32,,6,4
679573,UNDERWOOD HOME HEALTH SERVICES LLC,101 EAST FRANKLIN STREET,HILLSBORO,TX,76645,297,71,21.4,11.3,1.5,0.4,0.0,8.2,0.0,1311958,601776,687806,2.1,,,77,19,52,45,26,58,,0,,,,1.76,10,24,8,15,41,30,31,37,44,59,,46,10,62,3,8
679574,SIERCAM HEALTHCARE SERVICES  LLC,812 3RD STREET,ROSENBERG,TX,77471,494,125,27.6,8.2,7.9,4.7,0.0,6.8,0.1,1694358,2146969,2232360,0.0,,,64,72,53,34,91,,106,0,11,0,,2.05,5,19,22,7,31,28,34,27,55,63,,42,6,,12,8
679575,NURSES HEALTHCARE INC,2665 VILLA CREEK DRIVE SUITE 246,FARMERS BRANCH,TX,75234,394,105,20.4,12.0,2.7,0.4,0.1,5.3,0.0,862673,1118619,1084948,7.3,12,3174,81,41,64,93,12,89,,,,0,,2.04,12,,10,10,43,38,21,67,37,56,,50,31,61,30,15
679576,BIG COUNTRY HEALTHCARE SERVICES,162 CADDO DR. STE 130,ABILENE,TX,79602,281,104,23.0,12.8,4.6,0.2,0.2,5.1,0.0,1324267,821584,870637,8.8,,,77,35,69,70,34,87,,0,16,0,,2.44,13,31,6,10,45,38,29,39,44,55,,49,16,49,9,10
679577,UNIQUE HOME HEALTH SERVICES INC,15410 TOWN GREEN DRIVE,HOUSTON,TX,77083,105,32,16.0,7.3,7.0,0.0,0.0,1.7,0.0,205859,284011,293633,0.0,,,71,13,19,15,17,,20,0,,0,0,2.54,13,28,13,6,38,50,28,41,47,59,,66,9,,3,3
679579,PAZ HOME HEALTH LLC,4309 N 10TH ST SUITE F1,MCALLEN,TX,78504,757,255,17.5,14.4,1.5,0.1,0.1,1.4,0.0,1649261,1886257,1959948,9.1,33,10274,75,97,158,89,166,53,,,200,0,0,2.37,11,33,8,9,41,43,19,31,65,,,67,24,73,5,8
679581,A HEALTHY LIVING HOME HEALTH INC,1003 E BUSINESS 83,DONNA,TX,78537,1116,280,13.8,11.4,1.3,0.0,0.0,1.0,0.0,2345344,2609360,2844908,4.1,36,9752,74,116,164,79,201,44,0,,233,0,,2.56,9,53,11,8,39,41,31,52,74,,,,28,71,4,10
679582,SENIOR ALLEGIANCE INC,2501 WESTERLAND DRIVE SUITE E103,HOUSTON,TX,77063,359,118,31.8,12.7,7.0,4.2,0.0,7.9,0.0,1904992,1334318,1310105,3.7,,,87,41,77,,,115,,,0,0,0,2.36,20,49,13,12,47,47,24,42,36,52,,52,24,75,5,10
679583,ALT HOME HEALTHCARE INC,"19506 HWY 59 NORTH, SUITE #175",HUMBLE,TX,77338,147,44,14.0,13.0,1.0,0.0,0.0,0.0,0.0,309300,300664,304446,1.5,0,,66,18,26,12,32,34,,0,0,0,,2.53,9,27,16,11,48,43,52,43,68,73,,73,11,57,20,11
679585,EDICARE PROFESSIONAL HEALTHCARE SERVICES INC,"2000 DAIRY ASHFORD STE 305,",HOUSTON,TX,77077,70,19,17.5,14.1,0.9,0.0,0.0,2.5,0.0,164396,165752,166226,1.7,,,64,,,,,,11,0,0,0,,4.08,5,16,5,5,53,47,47,26,74,47,,58,16,32,16,21
679586,BRIO HOME HEALTH AGENCY LLC,425 EDINBURG AVE,ELSA,TX,78543,234,85,11.3,9.5,1.7,0.0,0.0,0.0,0.0,395769,550686,617823,1.5,,,72,44,41,19,66,15,0,0,70,0,0,1.97,11,47,5,8,40,31,29,34,68,,,,14,67,6,14
679587,CORAZON HEALTH CARE SERVICES LLC,425 E LOS EBANOS STE 101,BROWNSVILLE,TX,78520,25,19,28.9,25.1,1.6,0.6,0.0,1.5,0.0,109220,60543,63208,7.3,,,72,,,,,,0,0,14,0,,2.32,5,16,5,0,42,32,42,32,74,,,,16,74,5,5
679588,EBT HOME HEALTH SERVICES,1219 ABRAMS RD SUITE 110,RICHARDSON,TX,75081,25,21,22.3,10.5,7.7,1.8,0.0,2.2,0.1,95365,78485,80682,0.2,,,77,,,,,11,,,,0,0,1.59,19,33,10,10,43,38,29,57,52,,,62,14,67,29,24
679589,AVAILABLE HOME CARE INC,6815 MANHATTAN BLVD STE 202,FORT WORTH,TX,76120,135,43,9.3,7.5,1.1,0.3,0.2,0.0,0.0,167468,302207,316151,0.0,,,71,25,18,25,18,20,20,0,,0,,2.27,19,33,53,14,67,51,53,49,70,70,,,7,67,7,14
679590,UNITY CARE HOME HEALTH INC,9894 BISSONNET SUITE #595,HOUSTON,TX,77036,184,49,18.0,12.1,3.3,0.9,0.0,1.7,0.0,565048,487231,495217,0.4,0,,76,17,32,19,30,16,27,0,,0,,2.34,8,55,12,6,37,41,31,24,51,43,,51,8,51,14,12
679591,MONARCH HOME HEALTHCARE AGENCY,9304 FOREST LANE SUITE 250,DALLAS,TX,75243,147,38,11.8,8.8,0.2,0.0,0.1,2.7,0.0,258325,278353,285960,0.1,,,67,21,17,17,21,,29,0,0,0,,1.45,13,18,18,8,50,26,34,29,63,74,,53,8,66,13,5
679592,GDM HOME HEALTH INC,6508 N BARTLETT SUITE D,LAREDO,TX,78041,253,60,12.1,11.5,0.5,0.0,0.0,0.0,0.0,477100,459042,560296,2.6,,,80,13,47,15,45,,0,0,59,0,,2.33,3,40,18,3,43,25,33,28,,,,,28,,3,10
679593,MEDSOL HOME HEALTHCARE & CASE MANAGEMENT SERVICES,8705 VARNER RD,HOUSTON,TX,77080,200,84,17.8,8.1,5.3,1.4,0.0,2.9,0.2,703425,562315,570803,0.8,14,5022,73,31,53,44,40,18,28,,36,0,,2.44,15,31,11,12,50,55,36,37,60,75,,61,13,62,11,17
679594,DEPEND ON US HOME CARE  INC,16770 IMPERIAL VALLEY DR STE 118,HOUSTON,TX,77060,96,34,12.1,8.6,1.7,0.0,0.0,1.9,0.0,179506,199001,203018,0.0,,,67,14,20,12,22,,30,0,,0,0,2.23,0,29,12,0,38,35,21,21,47,56,,71,15,74,15,18
679595,HEALTHLINKS SERVICES INC,13313 SOUTHWEST FREEWAY #180,SUGAR LAND,TX,77478,124,28,16.4,9.9,6.5,0.0,0.0,0.0,0.0,390829,332174,367729,0.5,,,73,16,12,11,17,,12,0,,0,0,2.61,7,21,18,7,43,46,21,21,50,39,,50,7,50,14,11
679596,MONIHEALTH HOME CARE SERVICES INC,630 FM 1092 SUITE 205,STAFFORD,TX,77477,48,11,10.6,9.1,1.6,0.0,0.0,0.0,0.0,65750,119102,121516,0.0,0,,71,,,,,0,11,0,0,0,0,2.26,0,18,18,0,27,27,73,64,36,55,,73,9,64,18,0
679597,UT HOME HEALTHCARE INC,1201 N WATSON ROAD STE 166,ARLINGTON,TX,76006,167,46,21.2,11.7,1.3,0.5,0.0,7.5,0.1,658201,432415,413745,6.8,,,77,,,22,24,22,18,0,,0,,2.84,15,46,13,9,43,46,24,46,61,70,,61,17,74,13,13
679598,CON BRAZOS ABIERTOS HOME  HEALTH SERVICES,505 SOUTH TEXAS,WESLACO,TX,78596,373,125,15.6,15.4,0.2,0.1,0.0,0.0,0.0,835737,902294,937570,8.6,13,3899,74,47,78,21,104,,,0,118,0,0,2.51,8,39,25,8,34,50,22,42,74,,,,26,,4,8
679599,AMADO HOME HEALTH CARE,2020 E GRIFFIN PARKWAY,MISSION,TX,78572,382,136,16.2,14.2,1.6,0.0,0.2,0.1,0.0,927677,989843,1026265,8.8,,,76,55,81,24,112,11,,,123,0,0,2.52,13,36,10,9,38,40,29,39,66,,,,27,,3,12
679600,LIFETIME HOME HEALTH LLC,2712 NORTH HURSTVIEW DRIVE,HURST,TX,76054,48,19,20.7,7.7,5.8,1.8,0.3,5.1,0.0,158057,135922,143383,0.0,,,79,,,,,15,,0,,0,,1.62,16,42,16,11,42,53,42,47,42,68,,37,47,,16,16
679601,LIFECARE HEALTH SERVICES LLC,8700 COMMERCE PARK DRIVE SUITE 238,HOUSTON,TX,77036,180,70,10.9,8.9,1.8,0.1,0.0,0.2,0.0,297326,412729,419525,0.4,,,66,31,39,22,48,15,45,,,0,0,2.29,3,29,14,4,21,23,40,50,69,49,,44,4,66,29,11
679602,"CARING ANGEL HEALTHCARE SERVICES,  INC",10701 CORPORATE DRIVE SUITE 200,STAFFORD,TX,77477,554,204,19.4,8.9,8.7,0.2,0.0,1.5,0.2,1505393,1711459,1744233,0.1,22,5872,61,113,91,64,140,,173,11,,0,,2.40,3,14,24,7,42,30,48,57,53,57,,63,4,,21,11
679603,REHAB MED CARE,8313 SOUTHWEST FREEWAY SUITE 106,HOUSTON,TX,77074,266,73,20.5,8.8,4.7,0.4,0.0,6.4,0.2,690289,745122,762585,0.0,,,78,16,57,49,24,31,27,,12,0,,2.45,15,45,30,14,55,45,29,33,47,64,,55,15,55,14,14
679604,SPECIAL CARE HEALTH SERVICES INC,3940 BLUEBONNET DR,STAFFORD,TX,77477,252,56,20.2,9.0,3.8,0.9,0.0,6.5,0.0,525825,672592,686199,0.0,,,67,30,26,21,35,,40,0,13,0,,1.79,7,20,20,7,23,16,20,41,46,43,,70,9,73,9,11
679605,FRIENDSHIP HOME HEALTH AGENCY,190 NORTH STEMMONS FREEWAY SUITE 201,LEWISVILLE,TX,75067,122,41,16.5,10.1,1.2,0.2,0.2,4.8,0.0,210549,264630,267827,1.5,,,77,16,25,,,,,32,,0,0,1.66,10,49,29,7,32,29,15,32,59,,,41,29,66,5,22
679606,BROOKDALE HOME HEALTH DFW,"2415 AVENUE J, STE 112A",ARLINGTON,TX,76006,884,574,23.7,10.8,6.5,4.7,1.4,0.7,0.0,3366192,3593876,3684107,1.5,22,8067,87,164,410,,,552,,,,0,,2.00,29,69,10,12,51,45,29,57,28,57,,57,32,73,14,14
679607,DEROSS HEALTH CARE INC,7442 SAN BENITO DR,HOUSTON,TX,77083,139,38,14.2,8.1,4.7,0.6,0.0,0.8,0.0,413581,379563,394557,0.1,,,75,27,11,22,16,15,11,0,12,0,0,1.81,3,34,13,5,24,21,29,53,63,32,,29,5,45,5,11
679608,HOME HEALTH SERVICES OF HOUSTON INC,9555 WEST SAM HOUSTON PARKWAY S #360,HOUSTON,TX,77099,107,42,14.7,10.7,3.0,0.1,0.0,0.8,0.0,261842,258927,263940,0.1,,,78,15,27,,,32,,,,0,0,2.13,26,64,14,2,38,43,17,55,57,50,,43,17,57,10,19
679609,NCJ HEALTH SYSTEM,9888 BISSONNET SUITE 440,HOUSTON,TX,77036,42,11,10.9,9.0,1.7,0.1,0.0,0.0,0.0,60056,94289,96198,0.0,,,75,,,,,,,0,0,0,0,4.79,18,55,36,0,64,45,64,45,55,55,,45,18,55,18,27
