HHRG,HHRG Description,State,Total Episodes,Distinct Beneficiaries,Average HHA Charge Amount,Average HHA Medicare Payment Amount,Average HHA Medicare Standard Payment Amount
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",AZ,602,586,6218,5499,5504
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",CA,1506,1472,6893,7068,5507
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",CO,820,790,5709,5525,5559
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",CT,975,950,5736,6380,5557
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",DC,48,47,6167,5607,5509
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",DE,93,91,6140,5589,5510
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",FL,8118,7563,5274,5039,5508
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",GA,1560,1521,5907,4901,5500
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",HI,19,19,6568,6179,5502
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",IA,299,290,5810,5139,5588
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",ID,264,252,6487,4938,5524
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",IL,2251,2147,6217,5437,5504
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",IN,1723,1635,6442,5291,5524
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",KS,547,537,5558,4905,5508
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",KY,1615,1532,5509,4725,5508
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",LA,1395,1313,6013,4565,5508
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",MA,1634,1586,6379,6086,5521
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",MD,959,937,6448,5385,5503
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",ME,146,143,6015,5337,5521
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",MI,1652,1597,6105,5170,5504
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",MN,529,513,6197,5760,5512
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",MO,808,794,5862,4956,5508
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",MS,878,831,6141,4532,5496
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",MT,91,88,5061,5070,5506
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",NC,1760,1701,5697,4860,5502
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",ND,22,22,6898,4379,5502
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",NE,344,327,5655,5281,5524
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",NH,249,244,5839,5599,5549
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",NJ,562,539,6812,5951,5502
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",NM,334,319,5771,5133,5511
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",NV,295,288,6771,6032,5490
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",NY,755,737,6568,5868,5528
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",OH,2545,2444,5691,5063,5530
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",OK,874,839,5830,4784,5524
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",OR,264,258,8038,5902,5504
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",PA,2092,2009,6553,5241,5524
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",PR,44,42,4720,2954,5511
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",RI,232,223,5450,5726,5515
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",SC,775,755,5817,4841,5499
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",SD,95,87,5562,4958,5557
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",TN,1508,1441,5665,4636,5497
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",TX,5059,4726,6097,5059,5521
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",UT,347,333,5643,5214,5512
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",VA,1688,1628,5642,5146,5518
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",VT,90,82,5413,5429,5513
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",WA,618,609,7275,6000,5513
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",WI,365,355,6092,5417,5509
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",WV,450,431,5864,4609,5512
5AGK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 2,Service Severity Level 1",WY,69,64,5222,5365,5506
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",AK,14,14,9146,6855,5750
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",AL,2382,2293,6297,4615,5740
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",AR,852,823,6532,4816,5754
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",AZ,836,806,6539,5652,5739
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",CA,1894,1839,7164,7424,5760
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",CO,1029,996,5955,5654,5748
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",CT,846,805,6620,6743,5815
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",DC,69,67,5706,5838,5746
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",DE,207,204,6488,5787,5747
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",FL,10556,9865,5449,5238,5736
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",GA,2575,2474,6172,5110,5744
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",HI,24,24,5576,6393,5751
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",IA,300,285,6104,5346,5805
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",ID,481,444,7121,5240,5757
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",IL,2264,2159,6136,5696,5743
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",IN,1510,1439,6547,5465,5765
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",KS,848,816,5647,5177,5754
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",KY,1716,1638,5846,4952,5748
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",LA,1649,1583,6307,4759,5754
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",MA,2135,2070,6713,6399,5776
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",MD,1257,1216,6901,5648,5755
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",ME,395,378,6114,5613,5768
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",MI,2308,2204,6501,5391,5735
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",MN,951,912,6187,6076,5770
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",MO,1091,1067,6295,5204,5747
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",MS,1113,1066,6275,4743,5748
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",MT,84,83,5429,5281,5746
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",NC,2580,2476,6052,5099,5744
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",ND,28,28,7838,4593,5719
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",NE,469,447,5876,5515,5760
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",NH,369,358,6583,5820,5779
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",NJ,1058,1023,7134,6277,5753
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",NM,338,326,7062,5374,5756
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",NV,277,266,7492,6260,5761
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",NY,1512,1462,7156,6211,5777
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",OH,2836,2681,6028,5265,5761
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",OK,1014,977,6112,4982,5756
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",OR,260,251,7842,6127,5745
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",PA,2835,2725,7144,5508,5760
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",PR,102,102,5683,3099,5725
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",RI,253,245,6339,5963,5764
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",SC,1403,1367,5987,5087,5741
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",SD,68,67,6152,5070,5777
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",TN,2885,2712,5848,4824,5745
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",TX,6511,6168,6526,5268,5759
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",UT,394,386,6565,5450,5783
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",VA,2306,2202,6272,5354,5760
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",VT,87,84,5731,5708,5773
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",WA,1176,1125,7842,6299,5755
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",WI,507,492,6353,5683,5775
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",WV,708,676,6245,4767,5756
5AHK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 1,Functional Severity Level 3,Service Severity Level 1",WY,82,80,6339,5659,5732
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",AL,691,630,6437,4561,5682
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",AR,351,322,6437,4746,5702
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",AZ,236,223,6233,5682,5681
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",CA,530,500,7459,7273,5706
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",CO,445,405,6581,6241,5984
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",CT,379,336,6482,6657,5758
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",DC,28,27,6891,5766,5676
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",DE,42,37,7278,5757,5687
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",FL,5766,5005,5741,5531,5846
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",GA,541,495,6261,5168,5732
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",IA,167,150,5942,5494,5864
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",ID,201,175,7082,5330,5826
5BFK,"Early or Late Episode, 20+ therapies,Clinical Severity Level 2, Functional Severity Level 1,Service Severity Level 1",IL,1206,1037,6209,5606,5690
